[(1032.0, 124), (520.5, 332), (784.5, 361), (583.0, 90), (586.5, 105)]
[(1032.0, 125), (520.0, 335), (784.5, 362), (583.0, 91), (585.5, 104)]
[(1034.0, 126), (519.5, 333), (783.5, 362), (582.0, 90), (585.5, 106)]
[(1035.0, 126), (520.0, 332), (783.5, 363), (581.0, 90), (585.5, 105)]
[(1036.0, 127), (519.0, 332), (783.5, 363), (581.0, 90), (584.5, 105)]
[(1037.0, 127), (520.0, 332), (782.5, 364), (580.0, 90), (583.5, 105)]
[(1037.0, 127), (519.5, 331), (782.5, 364), (580.0, 90), (583.5, 105)]
[(1038.0, 128), (519.0, 330), (781.5, 364), (580.0, 90), (583.5, 105)]
[(1039.0, 127), (518.5, 331), (781.5, 364), (580.0, 91), (582.5, 105)]
[(1040.0, 127), (518.5, 331), (781.5, 364), (580.0, 91), (582.5, 105)]
[(1041.0, 127), (518.0, 330), (781.5, 364), (580.0, 91), (582.5, 105)]
[(1042.0, 128), (518.0, 330), (780.5, 363), (580.0, 91), (582.5, 106)]
[(1044.0, 128), (518.0, 330), (781.5, 362), (580.0, 91), (583.5, 106)]
[(1044.0, 128), (518.5, 329), (781.5, 363), (580.0, 92), (583.5, 107)]
[(1045.0, 128), (518.5, 329), (781.5, 362), (580.0, 92), (582.5, 106)]
[(1047.0, 128), (518.5, 329), (781.5, 362), (578.5, 92), (581.5, 106)]
[(1047.0, 128), (518.5, 329), (781.5, 363), (578.5, 92), (581.5, 106)]
[(1048.5, 129), (518.5, 330), (781.5, 360), (578.5, 92), (581.5, 107)]
[(1049.5, 129), (518.5, 329), (780.5, 361), (577.5, 93), (581.5, 107)]
[(1050.5, 129), (519.5, 329), (780.5, 361), (577.5, 93), (580.5, 108)]
[(1051.5, 130), (518.5, 329), (779.5, 361), (576.5, 92), (580.5, 109)]
[(1052.5, 130), (519.5, 329), (779.5, 360), (577.0, 95), (580.5, 108)]
[(1053.5, 131), (519.0, 329), (778.5, 362), (577.0, 94), (580.5, 110)]
[(1054.5, 131), (519.5, 329), (779.5, 361), (577.0, 94), (580.5, 110)]
[(1055.5, 132), (519.5, 330), (778.5, 361), (577.0, 94), (579.5, 110)]
[(1057.0, 133), (520.5, 329), (778.5, 361), (576.5, 94), (580.5, 111)]
[(1057.0, 133), (520.5, 329), (778.5, 362), (576.5, 96), (580.5, 111)]
[(1058.0, 133), (521.0, 329), (778.5, 362), (575.5, 96), (579.5, 111)]
[(1060.0, 134), (521.5, 329), (778.5, 362), (575.5, 97), (579.5, 113)]
[(1061.0, 134), (521.5, 329), (777.5, 362), (575.5, 97), (579.5, 112)]
[(1062.0, 136), (522.5, 329), (777.5, 362), (574.5, 97), (579.5, 112)]
[(1063.0, 137), (522.5, 329), (777.5, 362), (574.5, 97), (578.5, 113)]
[(1064.0, 137), (522.5, 329), (776.5, 362), (574.5, 97), (578.5, 113)]
[(1065.5, 137), (523.5, 328), (776.5, 361), (574.5, 97), (579.5, 113)]
[(1067.0, 137), (523.5, 328), (776.5, 361), (575.0, 97), (578.5, 113)]
[(1067.5, 137), (524.5, 328), (775.5, 361), (574.5, 97), (578.5, 113)]
[(1069.5, 137), (524.5, 327), (775.5, 361), (575.0, 97), (578.5, 112)]
[(1069.5, 137), (525.0, 327), (776.0, 360), (575.0, 97), (578.5, 113)]
[(1072.0, 137), (525.0, 328), (775.0, 360), (575.0, 97), (578.5, 114)]
[(1073.0, 137), (525.5, 328), (774.0, 360), (575.0, 97), (579.5, 113)]
[(1074.0, 138), (525.5, 328), (774.0, 359), (575.0, 97), (578.5, 113)]
[(1075.0, 138), (525.5, 328), (773.5, 359), (575.0, 97), (578.5, 114)]
[(1077.0, 138), (526.5, 328), (772.5, 359), (574.0, 97), (579.5, 114)]
[(1078.0, 138), (525.5, 328), (772.5, 358), (575.0, 97), (579.5, 114)]
[(1079.0, 138), (526.5, 327), (770.5, 357), (574.0, 97), (578.5, 113)]
[(1080.0, 138), (525.5, 327), (769.5, 357), (574.0, 97), (578.5, 114)]
[(1081.5, 139), (526.5, 328), (770.0, 355), (574.0, 97), (578.5, 114)]
[(1081.5, 140), (526.5, 328), (769.0, 353), (574.0, 98), (578.5, 114)]
[(1083.5, 141), (526.0, 329), (768.5, 353), (574.0, 98), (578.5, 114)]
[(1083.5, 142), (525.5, 329), (767.5, 352), (573.5, 99), (577.5, 114)]
[(1085.0, 142), (527.0, 329), (766.5, 352), (573.5, 99), (577.5, 115)]
[(1086.0, 142), (526.0, 329), (766.5, 352), (574.0, 99), (578.5, 115)]
[(1088.0, 143), (526.0, 329), (765.5, 352), (574.0, 99), (577.5, 115)]
[(1088.5, 144), (525.5, 330), (764.5, 351), (573.5, 100), (577.5, 115)]
[(1090.0, 144), (524.5, 330), (764.5, 352), (573.5, 100), (577.5, 114)]
[(1090.0, 144), (525.5, 330), (764.5, 351), (574.0, 100), (577.5, 115)]
[(1092.0, 145), (525.0, 330), (763.5, 352), (573.5, 100), (577.5, 115)]
[(1092.5, 145), (524.5, 330), (763.5, 350), (573.5, 102), (576.5, 116)]
[(1093.5, 145), (525.0, 331), (762.5, 350), (572.5, 101), (576.5, 117)]
[(1094.5, 145), (525.0, 330), (762.5, 350), (573.5, 102), (576.5, 117)]
[(1095.5, 145), (524.0, 330), (762.5, 350), (572.0, 103), (576.5, 117)]
[(1096.5, 145), (524.0, 330), (762.5, 350), (571.5, 103), (576.5, 117)]
[(1098.5, 145), (523.5, 331), (760.5, 349), (572.0, 104), (576.5, 117)]
[(1099.0, 146), (522.5, 331), (761.5, 349), (571.0, 104), (575.5, 118)]
[(1100.0, 147), (523.0, 331), (761.5, 349), (570.0, 104), (575.5, 117)]
[(1101.0, 147), (523.5, 330), (760.5, 347), (571.0, 105), (574.5, 118)]
[(1101.5, 147), (522.5, 330), (761.5, 347), (570.0, 105), (574.5, 118)]
[(1102.5, 147), (521.0, 331), (760.5, 347), (570.0, 105), (574.5, 118)]
[(1103.5, 148), (521.5, 331), (760.5, 347), (569.0, 106), (573.5, 119)]
[(1105.0, 148), (521.0, 332), (760.5, 347), (569.0, 106), (573.5, 119)]
[(1105.5, 149), (521.0, 332), (760.5, 347), (569.0, 106), (573.5, 119)]
[(1107.0, 149), (519.5, 331), (760.5, 347), (568.0, 106), (573.5, 120)]
[(1108.0, 150), (520.5, 331), (760.5, 348), (568.0, 106), (572.5, 120)]
[(1109.0, 152), (519.5, 331), (760.5, 348), (568.0, 106), (572.5, 120)]
[(1111.0, 152), (519.5, 331), (760.5, 349), (568.0, 106), (572.5, 119)]
[(1112.0, 153), (518.5, 332), (760.5, 349), (567.0, 106), (571.5, 120)]
[(1113.0, 153), (519.0, 330), (759.5, 347), (567.5, 105), (571.5, 121)]
[(1115.0, 154), (519.0, 330), (760.5, 349), (566.5, 105), (571.5, 120)]
[(1115.0, 155), (519.0, 330), (759.5, 349), (567.0, 108), (571.5, 120)]
[(1116.0, 156), (518.0, 330), (760.5, 349), (567.5, 106), (572.5, 121)]
[(1117.0, 156), (518.5, 330), (760.5, 349), (566.5, 106), (570.5, 120)]
[(1119.0, 156), (518.5, 330), (760.5, 349), (565.5, 105), (570.5, 120)]
[(1120.0, 156), (518.5, 330), (760.5, 349), (565.5, 105), (570.5, 120)]
[(1121.0, 156), (518.5, 331), (760.5, 349), (566.0, 105), (570.5, 122)]
[(1122.0, 156), (518.5, 331), (760.5, 349), (565.5, 105), (569.5, 121)]
[(1124.0, 156), (517.5, 331), (760.5, 350), (566.0, 105), (569.5, 120)]
[(1125.0, 156), (518.5, 331), (760.5, 350), (565.0, 105), (569.5, 122)]
[(1126.0, 156), (518.5, 331), (761.5, 350), (565.0, 105), (569.5, 122)]
[(1127.0, 156), (518.5, 331), (761.5, 350), (565.0, 105), (568.5, 122)]
[(1129.0, 156), (518.5, 332), (761.5, 350), (565.0, 105), (568.5, 122)]
[(1130.0, 156), (518.5, 331), (761.5, 351), (564.0, 105), (568.5, 122)]
[(1131.0, 156), (518.5, 331), (761.0, 351), (564.0, 105), (568.5, 122)]
[(1132.0, 157), (518.5, 331), (761.0, 352), (564.5, 105), (568.5, 123)]
[(1134.0, 157), (518.5, 332), (761.0, 352), (563.0, 105), (568.5, 123)]
[(1134.0, 157), (518.5, 332), (761.0, 352), (563.0, 105), (568.5, 123)]
[(1135.0, 157), (518.5, 332), (761.0, 352), (562.0, 105), (565.5, 122)]
[(1136.0, 159), (518.5, 332), (761.0, 352), (563.0, 106), (566.5, 123)]
[(1137.0, 159), (519.0, 334), (761.0, 352), (563.5, 105), (566.5, 123)]
[(1139.0, 160), (518.5, 333), (761.0, 352), (562.0, 106), (566.5, 123)]
[(1140.0, 160), (518.5, 333), (761.0, 352), (562.0, 106), (566.5, 124)]
[(1141.0, 160), (519.5, 334), (761.0, 352), (562.0, 106), (566.5, 124)]
[(1142.0, 161), (519.5, 334), (761.0, 352), (562.0, 106), (567.5, 124)]
[(1143.0, 161), (519.5, 334), (761.0, 351), (562.0, 107), (566.5, 124)]
[(1144.0, 161), (519.5, 334), (761.0, 352), (563.0, 107), (567.5, 124)]
[(1145.0, 161), (520.5, 335), (761.0, 350), (562.0, 108), (566.5, 124)]
[(1147.0, 161), (520.5, 335), (761.0, 351), (562.0, 107), (566.5, 124)]
[(1147.0, 161), (520.5, 334), (761.0, 350), (562.0, 107), (567.5, 124)]
[(1148.0, 161), (520.5, 334), (761.0, 350), (562.0, 108), (566.5, 125)]
[(1149.0, 162), (520.5, 335), (761.0, 349), (562.0, 108), (566.5, 125)]
[(1150.0, 162), (521.5, 336), (762.0, 349), (562.0, 108), (566.5, 126)]
[(1151.5, 161), (521.5, 336), (762.5, 349), (561.5, 109), (565.5, 126)]
[(1152.5, 161), (521.5, 336), (761.0, 348), (561.0, 109), (565.5, 126)]
[(1153.5, 161), (521.5, 336), (761.0, 349), (561.0, 109), (565.5, 126)]
[(1155.5, 161), (522.0, 336), (761.0, 349), (561.5, 109), (566.5, 127)]
[(1156.0, 162), (522.0, 336), (762.0, 349), (561.0, 109), (565.5, 127)]
[(1157.0, 162), (522.5, 335), (762.0, 349), (560.0, 110), (565.5, 127)]
[(1158.0, 162), (522.5, 336), (762.0, 348), (561.0, 110), (565.5, 127)]
[(1159.5, 162), (523.0, 337), (762.0, 349), (561.0, 110), (565.5, 127)]
[(1160.0, 163), (522.5, 336), (762.0, 349), (561.0, 110), (565.5, 128)]
[(1162.0, 165), (523.5, 336), (762.0, 349), (560.5, 111), (564.5, 128)]
[(1163.5, 165), (523.5, 336), (762.0, 349), (561.0, 111), (565.5, 128)]
[(1164.5, 165), (523.0, 337), (761.0, 349), (560.0, 110), (564.5, 129)]
[(1165.0, 166), (524.0, 338), (762.0, 349), (560.0, 110), (564.5, 129)]
[(1166.5, 166), (524.0, 339), (762.0, 349), (560.0, 110), (564.5, 128)]
[(1167.0, 166), (524.0, 338), (761.5, 349), (559.0, 110), (564.5, 128)]
[(1169.0, 167), (524.0, 339), (761.5, 349), (560.0, 111), (564.5, 129)]
[(1170.0, 167), (524.0, 340), (761.5, 349), (560.5, 110), (564.5, 129)]
[(1171.0, 168), (525.0, 339), (761.5, 349), (559.5, 110), (564.5, 129)]
[(1172.0, 169), (525.0, 339), (762.0, 350), (559.5, 110), (564.5, 129)]
[(1173.0, 170), (525.0, 339), (762.0, 350), (559.5, 110), (563.5, 129)]
[(1175.0, 170), (525.0, 339), (762.0, 351), (560.5, 110), (563.5, 129)]
