1,21.625156,61.626316,40.82577,38.015694
2,21.625156,61.626316,40.939472,37.680893
3,22.379734,60.835625,40.946445,37.49547
4,22.379734,60.835625,41.191452,37.675335
5,23.11699,60.582714,41.18827,37.690025
6,23.11699,60.582714,41.49677,36.31516
7,23.941366,59.08041,41.5019,36.29852
8,23.941366,59.08041,41.00909,36.978542
9,24.825684,58.501205,41.00483,36.995644
10,24.825684,58.501205,40.451286,37.14584
11,25.765135,57.887516,40.455753,37.12034
12,25.765135,57.887516,39.96755,36.58026
13,26.545454,58.176994,39.980057,36.556076
14,26.545454,58.176994,39.695774,34.408257
15,28.039774,58.21329,39.733196,34.22544
16,28.039774,58.21329,39.97345,30.430653
17,29.607822,58.74056,40.0221,30.2218
18,29.607822,58.74056,40.23594,27.163206
19,30.908764,60.27022,40.28146,26.947536
20,30.908764,60.27022,39.557926,26.280981
21,31.800993,61.45563,39.601864,26.066084
22,31.800993,61.45563,38.836403,24.513716
23,32.358902,61.394733,38.95483,24.074911
24,32.358902,61.394733,37.37827,24.45456
25,32.80769,60.945427,37.3871,24.442564
26,32.80769,60.945427,36.132347,21.907682
27,33.06797,60.847404,36.17084,21.654787
28,33.06797,60.847404,34.75499,20.172087
29,33.029316,59.799812,34.744762,20.211731
30,33.029316,59.799812,33.16841,19.181053
31,32.779495,59.49286,33.202267,18.89449
32,32.779495,59.49286,31.31244,20.472836
33,32.59932,59.39979,31.287287,20.49155
34,32.59932,59.39979,29.82626,20.181177
35,32.552082,59.327915,29.790432,20.173325
36,32.552082,59.327915,28.337225,20.568756
37,32.434227,60.14122,28.299828,20.574003
38,32.434227,60.14122,27.397009,19.821781
39,32.549435,59.433582,27.36952,19.810722
40,32.549435,59.433582,26.69001,19.775728
41,33.436855,59.89533,26.664694,19.762808
42,33.436855,59.89533,25.994852,20.437284
43,33.30764,58.949142,25.968742,20.581793
44,33.30764,58.949142,25.395445,22.61894
45,32.70565,58.914364,25.379196,22.843992
46,32.70565,58.914364,25.096487,23.275114
47,32.385246,58.63897,25.06751,23.493464
48,32.385246,58.63897,24.824366,23.25716
49,32.089775,58.952343,24.800238,23.029366
50,32.089775,58.952343,24.812094,23.476713
51,32.16339,59.709713,24.787735,23.477148
52,32.16339,59.709713,24.90734,24.582855
53,32.199043,59.813854,24.89375,24.66401
54,32.199043,59.813854,24.9228,25.097752
55,32.308735,60.786522,24.963623,25.018927
56,32.308735,60.786522,25.033567,25.667023
57,32.508476,60.322353,25.033466,25.666742
58,32.508476,60.322353,25.341824,25.89695
59,32.523624,59.85147,25.323412,25.97295
60,32.523624,59.85147,25.692627,27.659006
61,32.308334,58.779053,25.6859,27.587427
62,32.308334,58.779053,26.454288,27.424637
63,31.965967,57.459717,26.419191,27.422668
64,31.965967,57.459717,27.403118,28.29601
65,31.487726,55.621803,27.401007,28.35072
66,31.487726,55.621803,28.832758,26.57063
67,31.089478,54.08674,28.83569,26.515654
68,31.089478,54.08674,30.489101,25.76049
69,31.04924,52.054024,30.496637,25.647434
70,31.04924,52.054024,28.470617,35.943237
71,31.185677,49.887344,28.457537,36.08717
72,31.185677,49.887344,28.07966,34.84338
73,31.499603,47.40277,28.093342,34.95711
74,31.499603,47.40277,27.889744,32.776337
75,31.415329,45.816513,27.884365,33.02574
76,31.415329,45.816513,26.940302,33.162407
77,31.142492,45.096214,26.909569,33.155205
78,31.142492,45.096214,27.183098,30.914804
79,30.767553,44.53082,27.191063,30.92271
80,30.767553,44.53082,27.49543,30.161713
81,30.478561,43.351917,27.535475,29.96566
82,30.478561,43.351917,27.848652,28.385147
83,30.258848,42.009075,27.800232,28.437927
84,30.258848,42.009075,28.342257,25.975704
85,30.18554,40.460876,28.367872,25.763716
86,30.18554,40.460876,28.998047,22.943989
87,29.81729,40.49704,29.002155,23.003336
88,29.81729,40.49704,29.278564,28.96334
89,29.40482,42.555428,29.305695,28.90478
90,29.40482,42.555428,29.845612,27.30042
91,29.277195,43.1506,29.848146,27.301907
92,29.277195,43.1506,29.77099,29.92044
93,29.492596,44.925064,29.761082,29.969942
94,29.492596,44.925064,30.80405,25.28038
95,29.757929,47.00695,30.861553,25.066765
96,29.757929,47.00695,29.361372,31.69215
97,29.76552,49.60257,29.320377,31.691391
98,29.76552,49.60257,28.98819,32.429916
99,29.713936,52.368206,28.975105,32.42197
100,29.713936,52.368206,28.666723,31.65824
101,29.40571,55.36188,28.65802,31.652422
102,29.40571,55.36188,28.25009,34.213234
103,29.177113,58.44388,28.267242,34.034042
104,29.177113,58.44388,27.948206,35.43826
105,28.859343,61.712444,27.938599,35.436684
106,28.859343,61.712444,27.678074,36.118706
107,28.243498,64.898384,27.65843,36.10335
108,28.243498,64.898384,27.35524,37.444088
109,27.629284,68.360535,27.353119,37.55923
110,27.629284,68.360535,27.000872,39.33556
111,26.71391,71.90335,27.001936,39.325275
112,26.71391,71.90335,26.900305,40.268074
113,25.753357,74.86568,26.930267,40.232586
114,25.753357,74.86568,26.92737,41.920498
115,24.721626,78.47763,26.89538,41.85657
116,24.721626,78.47763,26.920631,43.338108
117,23.739166,81.5485,26.956066,43.313156
118,23.739166,81.5485,27.006691,44.323696
119,22.722158,84.063156,26.985796,44.352676
120,22.722158,84.063156,27.008642,45.888042
121,22.064026,86.629135,27.047348,45.83834
122,22.064026,86.629135,26.942892,47.184437
123,22.654785,86.07437,26.922735,47.322384
124,22.654785,86.07437,26.95472,47.850426
125,22.596613,85.55876,26.952744,47.867813
126,22.596613,85.55876,27.013723,48.64814
127,22.313215,86.331635,27.022049,48.647724
128,22.313215,86.331635,26.866865,49.902805
129,21.972582,87.91583,26.857048,49.988716
130,21.972582,87.91583,26.888426,50.48318
131,21.882545,88.90401,26.903906,50.484177
132,21.882545,88.90401,26.924368,51.332943
133,21.829893,89.12401,26.914825,51.231674
134,21.829893,89.12401,26.792229,52.40872
135,21.758112,89.674225,26.78155,52.419796
136,21.758112,89.674225,26.861696,52.539795
137,21.707193,89.75227,26.878561,52.49923
138,21.707193,89.75227,26.912073,53.418324
139,21.916758,89.39424,26.873062,53.49426
140,21.916758,89.39424,26.790968,54.494274
141,22.241499,89.140526,26.807425,54.48982
142,22.241499,89.140526,26.789728,55.3602
143,22.679848,88.401146,26.79833,55.39002
144,22.679848,88.401146,26.916378,55.929886
145,22.876488,87.85767,26.915493,55.773087
146,22.876488,87.85767,26.997885,56.82456
147,22.974594,87.03872,26.998003,56.71213
148,22.974594,87.03872,27.088818,57.432453
149,23.32689,86.30149,27.11503,57.36651
150,23.32689,86.30149,27.215708,57.874195
151,23.567276,85.83591,27.287378,57.71287
152,23.567276,85.83591,27.170591,58.69488
153,23.68099,84.889824,27.159628,58.585114
154,23.68099,84.889824,26.972244,59.347713
155,23.98565,84.32441,26.981565,59.339153
156,23.98565,84.32441,26.880436,59.995308
157,24.240248,83.66574,26.875786,59.986515
158,24.240248,83.66574,26.789324,60.722237
159,24.242449,82.82062,26.801983,60.628685
160,24.242449,82.82062,26.719465,61.529613
161,24.438747,82.15688,26.72532,61.43955
162,24.438747,82.15688,26.66514,62.144577
163,24.572495,81.80266,26.655972,62.17915
164,24.572495,81.80266,26.610521,63.04076
165,24.787113,80.78961,26.653997,63.01687
166,24.787113,80.78961,26.56224,63.687874
167,24.968565,80.201195,26.528036,63.681774
168,24.968565,80.201195,26.456337,64.09325
169,25.237024,79.46222,26.47658,64.176506
170,25.237024,79.46222,26.41174,64.90459
171,25.445307,78.597244,26.40789,64.94216
172,25.445307,78.597244,26.307148,65.41602
