1419.5,1046.0
1342.0,1029.5
1312.0,993.0
1328.0,940.0
1352.5,956.0
1389.0,928.0
1417.0,901.5
1448.0,876.0
1473.0,873.0
1486.0,863.5
1486.0,847.5
1485.0,840.0
1490.0,837.0
1484.0,838.5
1487.0,839.5
1493.0,843.0
1488.0,845.0
1467.0,848.0
1451.5,848.0
1456.5,847.0
1464.5,844.0
1478.0,843.5
1474.0,844.5
1471.0,845.5
1477.5,847.5
1490.0,847.5
1507.0,850.5
1534.5,843.5
1574.0,833.5
1616.5,819.5
1656.0,800.5
1691.5,779.5
1726.0,763.5
1760.5,750.5
1792.5,737.5
1827.5,727.5
1856.0,715.5
1884.0,699.5
1910.5,686.5
1933.0,673.5
1952.0,665.5
1967.0,659.5
1980.0,651.5
1988.5,644.5
1993.0,638.5
1998.0,632.5
2005.0,627.5
2004.5,626.5
2004.5,617.5
2007.0,614.5
2007.5,609.5
1998.0,608.5
1991.0,603.5
1979.0,603.0
1970.5,598.5
1963.5,596.5
1958.5,590.5
1944.5,592.5
1915.5,590.5
1864.0,586.5
1804.0,589.5
1738.0,593.5
1665.0,594.5
1604.5,601.5
1571.5,601.5
1551.0,598.5
1535.5,600.5
1521.0,600.5
1517.0,598.5
1518.5,599.5
1518.5,602.5
1516.5,598.5
1525.0,598.5
1529.0,597.5
1525.5,599.5
1533.0,601.5
1539.0,603.5
1532.0,602.5
1523.0,600.5
1522.0,604.5
1521.0,604.5
1520.0,604.5
1515.5,602.5
1512.5,600.5
1513.5,596.5
1517.0,590.5
1520.5,585.5
1526.5,582.5
1538.0,577.5
1550.5,573.5
1561.0,567.5
