1891.0,419.5
1824.0,431.5
1745.0,423.5
1678.5,419.0
1611.5,416.0
1546.0,446.0
1496.5,418.0
1443.5,427.5
1400.5,436.5
1371.5,441.5
1332.5,444.5
1298.5,446.0
1265.5,444.0
1234.5,434.0
1216.0,434.0
1153.0,475.0
1081.5,494.5
1006.5,516.5
934.0,540.5
864.5,569.0
797.5,602.0
726.5,644.5
656.0,680.5
563.0,692.5
483.5,701.0
418.0,721.5
373.5,759.5
340.0,801.5
312.5,848.5
287.0,844.0
265.5,852.0
260.5,848.5
252.5,848.5
