1419.5,1040.0
1340.5,1025.0
1316.5,998.0
1330.5,934.0
1350.5,950.0
1392.5,923.0
1418.5,898.0
1448.5,871.0
1474.5,863.0
1478.5,846.0
1487.5,844.0
1479.5,828.0
1484.5,823.0
1489.5,812.0
1514.5,780.0
1506.5,779.0
1513.5,778.0
1496.5,804.0
1438.5,799.0
1404.5,803.0
1404.5,816.0
1424.5,809.0
1432.5,819.0
1451.5,821.0
1442.5,825.0
1467.5,828.0
1492.5,831.0
1526.5,835.0
1538.5,818.0
1563.5,814.0
1596.5,817.0
1641.5,809.0
1694.5,805.0
1742.5,793.0
1788.5,777.0
1846.5,765.0
1891.5,745.0
1939.5,732.0
1982.5,715.0
2010.5,700.0
2036.5,684.0
2058.5,671.0
2074.5,656.0
2100.5,656.0
2114.5,633.0
2127.5,635.0
2142.5,623.0
2156.5,622.0
2167.5,619.0
2176.5,615.0
2185.5,611.0
2197.5,609.0
2207.5,607.0
2207.5,605.0
2213.5,608.0
2206.5,608.0
2199.5,606.0
2188.5,597.0
2160.5,595.0
2122.5,583.0
2074.5,577.0
2020.5,571.0
1958.5,571.0
1890.5,571.0
1817.5,572.0
1755.5,574.0
1703.5,568.0
1653.5,568.0
1617.5,565.0
1590.5,565.0
1573.5,564.0
1558.5,566.0
1553.5,567.0
1553.5,573.0
1553.5,574.0
1556.5,577.0
1567.5,583.0
1572.5,582.0
1590.5,582.0
1600.5,580.0
1607.5,575.0
1619.5,569.0
1624.5,564.0
1633.5,557.0
1643.5,549.0
1648.5,541.0
1656.5,535.0
1661.5,532.0
1662.5,527.0
1670.5,524.0
1677.5,521.0
